animals,unit,geo,month,year,population
,Thousand heads (animals),Belgium,A4110KC,2010,: 
,Thousand heads (animals),Bulgaria,A4110KC,2010,1054.55 
,Thousand heads (animals),Cyprus,A4110KC,2010,192.43 
,Thousand heads (animals),Czechia,A4110KC,2010,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KC,2010,0.00 
,Thousand heads (animals),Greece,A4110KC,2010,6669.00 
,Thousand heads (animals),Spain,A4110KC,2010,3142.38 
,Thousand heads (animals),Finland,A4110KC,2010,: 
,Thousand heads (animals),France,A4110KC,2010,1647.00 
,Thousand heads (animals),Croatia,A4110KC,2010,190.80 
,Thousand heads (animals),Hungary,A4110KC,2010,54.00 
,Thousand heads (animals),Ireland,A4110KC,2010,0.00 
,Thousand heads (animals),Iceland,A4110KC,2010,: 
,Thousand heads (animals),Italy,A4110KC,2010,5416.45 
,Thousand heads (animals),Lithuania,A4110KC,2010,0.00 
,Thousand heads (animals),Luxembourg,A4110KC,2010,: 
,Thousand heads (animals),Latvia,A4110KC,2010,0.00 
,Thousand heads (animals),Montenegro,A4110KC,2010,: 
,Thousand heads (animals),North Macedonia,A4110KC,2010,: 
,Thousand heads (animals),Malta,A4110KC,2010,10.63 
,Thousand heads (animals),Netherlands,A4110KC,2010,: 
,Thousand heads (animals),Poland,A4110KC,2010,40.41 
,Thousand heads (animals),Portugal,A4110KC,2010,403.77 
,Thousand heads (animals),Romania,A4110KC,2010,6640.80 
,Thousand heads (animals),Serbia,A4110KC,2010,165.00 
,Thousand heads (animals),Sweden,A4110KC,2010,0.00 
,Thousand heads (animals),Slovenia,A4110KC,2010,: 
,Thousand heads (animals),Slovakia,A4110KC,2010,191.56 
,Thousand heads (animals),Turkey,A4110KC,2010,: 
,Thousand heads (animals),United Kingdom,A4110KC,2010,0.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KC,2010,: 
,Thousand heads (animals),Albania,A4110KD,2010,: 
,Thousand heads (animals),Austria,A4110KD,2010,0.00 
,Thousand heads (animals),Bosnia and Herzegovina,A4110KD,2010,522.00 e
,Thousand heads (animals),Belgium,A4110KD,2010,: 
,Thousand heads (animals),Bulgaria,A4110KD,2010,81.01 
,Thousand heads (animals),Cyprus,A4110KD,2010,34.21 
,Thousand heads (animals),Czechia,A4110KD,2010,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KD,2010,1308.90 
,Thousand heads (animals),Greece,A4110KD,2010,417.00 
,Thousand heads (animals),Spain,A4110KD,2010,11111.09 
,Thousand heads (animals),Finland,A4110KD,2010,: 
,Thousand heads (animals),France,A4110KD,2010,4440.00 
,Thousand heads (animals),Croatia,A4110KD,2010,296.80 
,Thousand heads (animals),Hungary,A4110KD,2010,790.00 
,Thousand heads (animals),Ireland,A4110KD,2010,2350.41 
,Thousand heads (animals),Iceland,A4110KD,2010,: 
,Thousand heads (animals),Italy,A4110KD,2010,1672.67 
,Thousand heads (animals),Lithuania,A4110KD,2010,0.00 
,Thousand heads (animals),Luxembourg,A4110KD,2010,: 
,Thousand heads (animals),Latvia,A4110KD,2010,0.00 
,Thousand heads (animals),Montenegro,A4110KD,2010,: 
,Thousand heads (animals),North Macedonia,A4110KD,2010,: 
,Thousand heads (animals),Malta,A4110KD,2010,0.00 
,Thousand heads (animals),Netherlands,A4110KD,2010,: 
,Thousand heads (animals),Poland,A4110KD,2010,102.62 
,Thousand heads (animals),Portugal,A4110KD,2010,1387.66 
,Thousand heads (animals),Romania,A4110KD,2010,696.90 
,Thousand heads (animals),Serbia,A4110KD,2010,966.00 
,Thousand heads (animals),Sweden,A4110KD,2010,291.80 
,Thousand heads (animals),Slovenia,A4110KD,2010,: 
,Thousand heads (animals),Slovakia,A4110KD,2010,123.77 
,Thousand heads (animals),Turkey,A4110KD,2010,: 
,Thousand heads (animals),United Kingdom,A4110KD,2010,13860.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KD,2010,: 
,Thousand heads (animals),Albania,A4120,2010,: 
,Thousand heads (animals),Austria,A4120,2010,134.74 
,Thousand heads (animals),Bosnia and Herzegovina,A4120,2010,369.00 e
,Thousand heads (animals),Belgium,A4120,2010,: 
,Thousand heads (animals),Bulgaria,A4120,2010,232.43 
,Thousand heads (animals),Cyprus,A4120,2010,101.58 
,Thousand heads (animals),Czechia,A4120,2010,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2010,490.80 
,Thousand heads (animals),Denmark,A4120,2010,: 
,Thousand heads (animals),Estonia,A4120,2010,: 
,Thousand heads (animals),Greece,A4120,2010,2705.00 
,Thousand heads (animals),Spain,A4120,2010,4298.17 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4120,2010,: 
,Thousand heads (animals),Finland,A4120,2010,: 
,Thousand heads (animals),France,A4120,2010,1869.00 
,Thousand heads (animals),Croatia,A4120,2010,50.30 
,Thousand heads (animals),Hungary,A4120,2010,336.00 
,Thousand heads (animals),Ireland,A4120,2010,771.55 
,Thousand heads (animals),Iceland,A4120,2010,: 
,Thousand heads (animals),Italy,A4120,2010,810.89 
,Thousand heads (animals),Lithuania,A4120,2010,27.20 
,Thousand heads (animals),Luxembourg,A4120,2010,3.14 
,Thousand heads (animals),Latvia,A4120,2010,29.72 
,Thousand heads (animals),Montenegro,A4120,2010,: 
,Thousand heads (animals),North Macedonia,A4120,2010,: 
,Thousand heads (animals),Malta,A4120,2010,1.75 
,Thousand heads (animals),Netherlands,A4120,2010,613.00 
,Thousand heads (animals),Poland,A4120,2010,70.62 
,Thousand heads (animals),Portugal,A4120,2010,434.84 
,Thousand heads (animals),Romania,A4120,2010,1079.70 
,Thousand heads (animals),Serbia,A4120,2010,345.00 
,Thousand heads (animals),Sweden,A4120,2010,273.13 
,Thousand heads (animals),Slovenia,A4120,2010,: 
,Thousand heads (animals),Slovakia,A4120,2010,78.85 
,Thousand heads (animals),Turkey,A4120,2010,: 
,Thousand heads (animals),United Kingdom,A4120,2010,7435.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4120,2010,: 
,Thousand heads (animals),Belgium,A4100,2009,126.22 
,Thousand heads (animals),Bulgaria,A4100,2009,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2009,2350.42 
,Thousand heads (animals),Hungary,A4100,2009,: 
,Thousand heads (animals),Ireland,A4100,2009,4778.00 
,Thousand heads (animals),Lithuania,A4100,2009,: 
,Thousand heads (animals),Luxembourg,A4100,2009,: 
,Thousand heads (animals),Latvia,A4100,2009,: 
,Thousand heads (animals),Netherlands,A4100,2009,1445.00 
,Thousand heads (animals),Poland,A4100,2009,: 
,Thousand heads (animals),Sweden,A4100,2009,: 
,Thousand heads (animals),Slovenia,A4100,2009,: 
,Thousand heads (animals),Slovakia,A4100,2009,: 
,Thousand heads (animals),Belgium,A4110K,2009,0.00 
,Thousand heads (animals),Bulgaria,A4110K,2009,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2009,1396.90 
,Thousand heads (animals),Hungary,A4110K,2009,: 
,Thousand heads (animals),Ireland,A4110K,2009,2451.00 
,Thousand heads (animals),Lithuania,A4110K,2009,: 
,Thousand heads (animals),Luxembourg,A4110K,2009,: 
,Thousand heads (animals),Latvia,A4110K,2009,: 
,Thousand heads (animals),Netherlands,A4110K,2009,1080.00 
,Thousand heads (animals),Poland,A4110K,2009,: 
,Thousand heads (animals),Sweden,A4110K,2009,: 
,Thousand heads (animals),Slovenia,A4110K,2009,: 
,Thousand heads (animals),Belgium,A4110KC,2009,0.00 
,Thousand heads (animals),Bulgaria,A4110KC,2009,: 
,Thousand heads (animals),Hungary,A4110KC,2009,: 
,Thousand heads (animals),Latvia,A4110KC,2009,: 
,Thousand heads (animals),Netherlands,A4110KC,2009,0.00 
,Thousand heads (animals),Poland,A4110KC,2009,: 
,Thousand heads (animals),Sweden,A4110KC,2009,: 
,Thousand heads (animals),Slovenia,A4110KC,2009,: 
,Thousand heads (animals),Belgium,A4110KD,2009,0.00 
,Thousand heads (animals),Bulgaria,A4110KD,2009,: 
,Thousand heads (animals),Hungary,A4110KD,2009,: 
,Thousand heads (animals),Latvia,A4110KD,2009,: 
,Thousand heads (animals),Netherlands,A4110KD,2009,0.00 
,Thousand heads (animals),Poland,A4110KD,2009,: 
,Thousand heads (animals),Sweden,A4110KD,2009,: 
,Thousand heads (animals),Slovenia,A4110KD,2009,: 
,Thousand heads (animals),Belgium,A4120,2009,0.00 
,Thousand heads (animals),Bulgaria,A4120,2009,: 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2009,983.53 
,Thousand heads (animals),Hungary,A4120,2009,: 
,Thousand heads (animals),Ireland,A4120,2009,2253.10 
,Thousand heads (animals),Lithuania,A4120,2009,: 
,Thousand heads (animals),Luxembourg,A4120,2009,: 
,Thousand heads (animals),Latvia,A4120,2009,: 
,Thousand heads (animals),Netherlands,A4120,2009,365.00 
,Thousand heads (animals),Poland,A4120,2009,: 
,Thousand heads (animals),Sweden,A4120,2009,: 
,Thousand heads (animals),Slovenia,A4120,2009,: 
,Thousand heads (animals),Albania,A4100,2009,: 
,Thousand heads (animals),Austria,A4100,2009,344.71 
,Thousand heads (animals),Bosnia and Herzegovina,A4100,2009,: 
,Thousand heads (animals),Belgium,A4100,2009,: 
,Thousand heads (animals),Bulgaria,A4100,2009,1400.25 
,Thousand heads (animals),Cyprus,A4100,2009,299.46 
,Thousand heads (animals),Czechia,A4100,2009,196.91 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2009,1851.70 
,Thousand heads (animals),Denmark,A4100,2009,: 
,Thousand heads (animals),Estonia,A4100,2009,: 
,Thousand heads (animals),Greece,A4100,2009,8859.00 
,Thousand heads (animals),Spain,A4100,2009,19718.20 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4100,2009,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4100,2009,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4100,2009,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4100,2009,67628.00 e
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4100,2009,: 
,Thousand heads (animals),Finland,A4100,2009,: 
,Thousand heads (animals),France,A4100,2009,7528.00 
,Thousand heads (animals),Croatia,A4100,2009,619.00 
,Thousand heads (animals),Hungary,A4100,2009,1223.00 
,Thousand heads (animals),Ireland,A4100,2009,3182.58 
,Thousand heads (animals),Iceland,A4100,2009,: 
,Thousand heads (animals),Italy,A4100,2009,8012.59 
,Thousand heads (animals),Lithuania,A4100,2009,52.50 
,Thousand heads (animals),Luxembourg,A4100,2009,8.85 
,Thousand heads (animals),Latvia,A4100,2009,70.66 
,Thousand heads (animals),Montenegro,A4100,2009,: 
,Thousand heads (animals),North Macedonia,A4100,2009,: 
,Thousand heads (animals),Malta,A4100,2009,12.89 
,Thousand heads (animals),Netherlands,A4100,2009,1091.00 
,Thousand heads (animals),Poland,A4100,2009,224.03 
,Thousand heads (animals),Portugal,A4100,2009,2367.88 
,Thousand heads (animals),Romania,A4100,2009,9141.50 
,Thousand heads (animals),Serbia,A4100,2009,: 
,Thousand heads (animals),Sweden,A4100,2009,540.49 
,Thousand heads (animals),Slovenia,A4100,2009,137.62 
,Thousand heads (animals),Slovakia,A4100,2009,376.98 
,Thousand heads (animals),Turkey,A4100,2009,: 
,Thousand heads (animals),United Kingdom,A4100,2009,21343.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4100,2009,: 
,Thousand heads (animals),Albania,A4110K,2009,: 
,Thousand heads (animals),Austria,A4110K,2009,215.22 
,Thousand heads (animals),Bosnia and Herzegovina,A4110K,2009,: 
,Thousand heads (animals),Belgium,A4110K,2009,: 
,Thousand heads (animals),Bulgaria,A4110K,2009,1178.10 
,Thousand heads (animals),Cyprus,A4110K,2009,200.04 
,Thousand heads (animals),Czechia,A4110K,2009,56.81 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2009,1339.10 
,Thousand heads (animals),Denmark,A4110K,2009,: 
,Thousand heads (animals),Estonia,A4110K,2009,: 
,Thousand heads (animals),Greece,A4110K,2009,6720.00 
,Thousand heads (animals),Spain,A4110K,2009,15356.47 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4110K,2009,: 
,Thousand heads (animals),Finland,A4110K,2009,: 
,Thousand heads (animals),France,A4110K,2009,5769.00 
,Thousand heads (animals),Croatia,A4110K,2009,484.80 
,Thousand heads (animals),Hungary,A4110K,2009,968.00 
,Thousand heads (animals),Ireland,A4110K,2009,2369.39 
,Thousand heads (animals),Iceland,A4110K,2009,: 
,Thousand heads (animals),Italy,A4110K,2009,7101.18 
,Thousand heads (animals),Lithuania,A4110K,2009,33.00 
,Thousand heads (animals),Luxembourg,A4110K,2009,5.39 
,Thousand heads (animals),Latvia,A4110K,2009,43.33 
,Thousand heads (animals),Montenegro,A4110K,2009,: 
,Thousand heads (animals),North Macedonia,A4110K,2009,: 
,Thousand heads (animals),Malta,A4110K,2009,11.28 
,Thousand heads (animals),Netherlands,A4110K,2009,526.00 
,Thousand heads (animals),Poland,A4110K,2009,158.15 
,Thousand heads (animals),Portugal,A4110K,2009,1902.17 
,Thousand heads (animals),Romania,A4110K,2009,7817.80 
,Thousand heads (animals),Serbia,A4110K,2009,: 
,Thousand heads (animals),Sweden,A4110K,2009,241.70 
,Thousand heads (animals),Slovenia,A4110K,2009,95.07 
,Thousand heads (animals),Slovakia,A4110K,2009,307.71 
,Thousand heads (animals),Turkey,A4110K,2009,: 
,Thousand heads (animals),United Kingdom,A4110K,2009,13842.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110K,2009,: 
,Thousand heads (animals),Albania,A4110KC,2009,: 
,Thousand heads (animals),Austria,A4110KC,2009,0.00 
,Thousand heads (animals),Bosnia and Herzegovina,A4110KC,2009,: 
,Thousand heads (animals),Belgium,A4110KC,2009,: 
,Thousand heads (animals),Bulgaria,A4110KC,2009,1114.13 
,Thousand heads (animals),Cyprus,A4110KC,2009,167.41 
,Thousand heads (animals),Czechia,A4110KC,2009,1.39 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KC,2009,0.00 
,Thousand heads (animals),Greece,A4110KC,2009,6481.00 
,Thousand heads (animals),Spain,A4110KC,2009,3308.58 
,Thousand heads (animals),Finland,A4110KC,2009,: 
,Thousand heads (animals),France,A4110KC,2009,1623.00 
,Thousand heads (animals),Croatia,A4110KC,2009,225.30 
,Thousand heads (animals),Hungary,A4110KC,2009,25.00 
,Thousand heads (animals),Ireland,A4110KC,2009,0.00 
,Thousand heads (animals),Iceland,A4110KC,2009,: 
,Thousand heads (animals),Italy,A4110KC,2009,5508.41 
,Thousand heads (animals),Lithuania,A4110KC,2009,0.00 
,Thousand heads (animals),Luxembourg,A4110KC,2009,0.13 
,Thousand heads (animals),Latvia,A4110KC,2009,0.00 
,Thousand heads (animals),Montenegro,A4110KC,2009,: 
,Thousand heads (animals),North Macedonia,A4110KC,2009,: 
,Thousand heads (animals),Malta,A4110KC,2009,11.28 
,Thousand heads (animals),Netherlands,A4110KC,2009,: 
,Thousand heads (animals),Poland,A4110KC,2009,44.71 
,Thousand heads (animals),Portugal,A4110KC,2009,424.12 
,Thousand heads (animals),Romania,A4110KC,2009,7174.30 
,Thousand heads (animals),Serbia,A4110KC,2009,: 
,Thousand heads (animals),Sweden,A4110KC,2009,0.00 
,Thousand heads (animals),Slovenia,A4110KC,2009,5.26 
,Thousand heads (animals),Slovakia,A4110KC,2009,193.22 
,Thousand heads (animals),Turkey,A4110KC,2009,: 
,Thousand heads (animals),United Kingdom,A4110KC,2009,0.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KC,2009,: 
,Thousand heads (animals),Albania,A4110KD,2009,: 
,Thousand heads (animals),Austria,A4110KD,2009,0.00 
,Thousand heads (animals),Bosnia and Herzegovina,A4110KD,2009,: 
,Thousand heads (animals),Belgium,A4110KD,2009,: 
,Thousand heads (animals),Bulgaria,A4110KD,2009,63.97 
,Thousand heads (animals),Cyprus,A4110KD,2009,32.63 
,Thousand heads (animals),Czechia,A4110KD,2009,55.43 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110KD,2009,0.00 
,Thousand heads (animals),Greece,A4110KD,2009,239.00 
,Thousand heads (animals),Spain,A4110KD,2009,12047.89 
,Thousand heads (animals),Finland,A4110KD,2009,: 
,Thousand heads (animals),France,A4110KD,2009,4146.00 
,Thousand heads (animals),Croatia,A4110KD,2009,259.50 
,Thousand heads (animals),Hungary,A4110KD,2009,942.00 
,Thousand heads (animals),Ireland,A4110KD,2009,2369.39 
,Thousand heads (animals),Iceland,A4110KD,2009,: 
,Thousand heads (animals),Italy,A4110KD,2009,1592.77 
,Thousand heads (animals),Lithuania,A4110KD,2009,0.00 
,Thousand heads (animals),Luxembourg,A4110KD,2009,5.27 
,Thousand heads (animals),Latvia,A4110KD,2009,0.00 
,Thousand heads (animals),Montenegro,A4110KD,2009,: 
,Thousand heads (animals),North Macedonia,A4110KD,2009,: 
,Thousand heads (animals),Malta,A4110KD,2009,0.00 
,Thousand heads (animals),Netherlands,A4110KD,2009,: 
,Thousand heads (animals),Poland,A4110KD,2009,113.44 
,Thousand heads (animals),Portugal,A4110KD,2009,1478.05 
,Thousand heads (animals),Romania,A4110KD,2009,643.50 
,Thousand heads (animals),Serbia,A4110KD,2009,: 
,Thousand heads (animals),Sweden,A4110KD,2009,241.70 
,Thousand heads (animals),Slovenia,A4110KD,2009,89.81 
,Thousand heads (animals),Slovakia,A4110KD,2009,114.49 
,Thousand heads (animals),Turkey,A4110KD,2009,: 
,Thousand heads (animals),United Kingdom,A4110KD,2009,13842.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110KD,2009,: 
,Thousand heads (animals),Albania,A4120,2009,: 
,Thousand heads (animals),Austria,A4120,2009,129.49 
,Thousand heads (animals),Bosnia and Herzegovina,A4120,2009,: 
,Thousand heads (animals),Belgium,A4120,2009,: 
,Thousand heads (animals),Bulgaria,A4120,2009,222.16 
,Thousand heads (animals),Cyprus,A4120,2009,99.42 
,Thousand heads (animals),Czechia,A4120,2009,140.10 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2009,512.60 
,Thousand heads (animals),Denmark,A4120,2009,: 
,Thousand heads (animals),Estonia,A4120,2009,: 
,Thousand heads (animals),Greece,A4120,2009,2138.00 
,Thousand heads (animals),Spain,A4120,2009,4361.73 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4120,2009,: 
,Thousand heads (animals),Finland,A4120,2009,: 
,Thousand heads (animals),France,A4120,2009,1759.00 
,Thousand heads (animals),Croatia,A4120,2009,31.30 
,Thousand heads (animals),Hungary,A4120,2009,255.00 
,Thousand heads (animals),Ireland,A4120,2009,813.19 
,Thousand heads (animals),Iceland,A4120,2009,: 
,Thousand heads (animals),Italy,A4120,2009,911.41 
,Thousand heads (animals),Lithuania,A4120,2009,19.50 
,Thousand heads (animals),Luxembourg,A4120,2009,3.45 
,Thousand heads (animals),Latvia,A4120,2009,27.33 
,Thousand heads (animals),Montenegro,A4120,2009,: 
,Thousand heads (animals),North Macedonia,A4120,2009,: 
,Thousand heads (animals),Malta,A4120,2009,1.61 
,Thousand heads (animals),Netherlands,A4120,2009,565.00 
,Thousand heads (animals),Poland,A4120,2009,65.88 
,Thousand heads (animals),Portugal,A4120,2009,465.71 
,Thousand heads (animals),Romania,A4120,2009,1323.70 
,Thousand heads (animals),Serbia,A4120,2009,: 
,Thousand heads (animals),Sweden,A4120,2009,298.79 
,Thousand heads (animals),Slovenia,A4120,2009,42.55 
,Thousand heads (animals),Slovakia,A4120,2009,69.27 
,Thousand heads (animals),Turkey,A4120,2009,: 
,Thousand heads (animals),United Kingdom,A4120,2009,7501.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4120,2009,: 
,Thousand heads (animals),Belgium,A4100,2008,132.41 
,Thousand heads (animals),Bulgaria,A4100,2008,1784.38 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2008,2436.98 
,Thousand heads (animals),Hungary,A4100,2008,: 
,Thousand heads (animals),Ireland,A4100,2008,5061.40 
,Thousand heads (animals),Lithuania,A4100,2008,: 
,Thousand heads (animals),Luxembourg,A4100,2008,: 
,Thousand heads (animals),Latvia,A4100,2008,: 
,Thousand heads (animals),Netherlands,A4100,2008,: 
,Thousand heads (animals),Poland,A4100,2008,: 
,Thousand heads (animals),Sweden,A4100,2008,: 
,Thousand heads (animals),Slovenia,A4100,2008,: 
,Thousand heads (animals),Slovakia,A4100,2008,: 
,Thousand heads (animals),Belgium,A4110K,2008,: 
,Thousand heads (animals),Bulgaria,A4110K,2008,1243.41 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2008,1432.44 
,Thousand heads (animals),Hungary,A4110K,2008,: 
,Thousand heads (animals),Ireland,A4110K,2008,2614.10 
,Thousand heads (animals),Lithuania,A4110K,2008,: 
,Thousand heads (animals),Luxembourg,A4110K,2008,: 
,Thousand heads (animals),Latvia,A4110K,2008,: 
,Thousand heads (animals),Netherlands,A4110K,2008,: 
,Thousand heads (animals),Poland,A4110K,2008,: 
,Thousand heads (animals),Sweden,A4110K,2008,: 
,Thousand heads (animals),Slovenia,A4110K,2008,: 
,Thousand heads (animals),Belgium,A4110KC,2008,: 
,Thousand heads (animals),Bulgaria,A4110KC,2008,1150.50 
,Thousand heads (animals),Hungary,A4110KC,2008,: 
,Thousand heads (animals),Latvia,A4110KC,2008,: 
,Thousand heads (animals),Netherlands,A4110KC,2008,: 
,Thousand heads (animals),Poland,A4110KC,2008,: 
,Thousand heads (animals),Sweden,A4110KC,2008,: 
,Thousand heads (animals),Slovenia,A4110KC,2008,: 
,Thousand heads (animals),Belgium,A4110KD,2008,: 
,Thousand heads (animals),Bulgaria,A4110KD,2008,92.91 
,Thousand heads (animals),Hungary,A4110KD,2008,: 
,Thousand heads (animals),Latvia,A4110KD,2008,: 
,Thousand heads (animals),Netherlands,A4110KD,2008,: 
,Thousand heads (animals),Poland,A4110KD,2008,: 
,Thousand heads (animals),Sweden,A4110KD,2008,: 
,Thousand heads (animals),Slovenia,A4110KD,2008,: 
,Thousand heads (animals),Belgium,A4120,2008,: 
,Thousand heads (animals),Bulgaria,A4120,2008,540.98 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4120,2008,1004.54 
,Thousand heads (animals),Hungary,A4120,2008,: 
,Thousand heads (animals),Ireland,A4120,2008,2365.40 
,Thousand heads (animals),Lithuania,A4120,2008,: 
,Thousand heads (animals),Luxembourg,A4120,2008,: 
,Thousand heads (animals),Latvia,A4120,2008,: 
,Thousand heads (animals),Netherlands,A4120,2008,: 
,Thousand heads (animals),Poland,A4120,2008,: 
,Thousand heads (animals),Sweden,A4120,2008,: 
,Thousand heads (animals),Slovenia,A4120,2008,: 
,Thousand heads (animals),Albania,A4100,2008,: 
,Thousand heads (animals),Austria,A4100,2008,333.18 
,Thousand heads (animals),Bosnia and Herzegovina,A4100,2008,: 
,Thousand heads (animals),Belgium,A4100,2008,: 
,Thousand heads (animals),Bulgaria,A4100,2008,1474.85 
,Thousand heads (animals),Cyprus,A4100,2008,268.82 
,Thousand heads (animals),Czechia,A4100,2008,183.08 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4100,2008,1919.90 
,Thousand heads (animals),Denmark,A4100,2008,90.00 
,Thousand heads (animals),Estonia,A4100,2008,62.40 
,Thousand heads (animals),Greece,A4100,2008,8994.00 
,Thousand heads (animals),Spain,A4100,2008,19952.28 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4100,2008,: 
,Thousand heads (animals),European Union - 25 countries (2004-2006),A4100,2008,: 
,Thousand heads (animals),European Union - 27 countries (2007-2013),A4100,2008,: 
,Thousand heads (animals),European Union - 27 countries (from 2020),A4100,2008,69107.00 e
,Thousand heads (animals),European Union - 28 countries (2013-2020),A4100,2008,: 
,Thousand heads (animals),Finland,A4100,2008,94.15 
,Thousand heads (animals),France,A4100,2008,7715.21 
,Thousand heads (animals),Croatia,A4100,2008,643.40 
,Thousand heads (animals),Hungary,A4100,2008,1236.00 
,Thousand heads (animals),Ireland,A4100,2008,3422.95 
,Thousand heads (animals),Iceland,A4100,2008,: 
,Thousand heads (animals),Italy,A4100,2008,8175.16 
,Thousand heads (animals),Lithuania,A4100,2008,47.50 
,Thousand heads (animals),Luxembourg,A4100,2008,8.07 
,Thousand heads (animals),Latvia,A4100,2008,67.07 
,Thousand heads (animals),Montenegro,A4100,2008,: 
,Thousand heads (animals),North Macedonia,A4100,2008,: 
,Thousand heads (animals),Malta,A4100,2008,12.84 
,Thousand heads (animals),Netherlands,A4100,2008,1545.00 
,Thousand heads (animals),Poland,A4100,2008,269.63 
,Thousand heads (animals),Portugal,A4100,2008,2558.25 
,Thousand heads (animals),Romania,A4100,2008,8881.60 
,Thousand heads (animals),Serbia,A4100,2008,: 
,Thousand heads (animals),Sweden,A4100,2008,520.88 
,Thousand heads (animals),Slovenia,A4100,2008,138.96 
,Thousand heads (animals),Slovakia,A4100,2008,361.63 
,Thousand heads (animals),Turkey,A4100,2008,: 
,Thousand heads (animals),United Kingdom,A4100,2008,21856.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4100,2008,: 
,Thousand heads (animals),Albania,A4110K,2008,: 
,Thousand heads (animals),Austria,A4110K,2008,216.68 
,Thousand heads (animals),Bosnia and Herzegovina,A4110K,2008,: 
,Thousand heads (animals),Belgium,A4110K,2008,: 
,Thousand heads (animals),Bulgaria,A4110K,2008,1244.85 
,Thousand heads (animals),Cyprus,A4110K,2008,184.04 
,Thousand heads (animals),Czechia,A4110K,2008,61.83 
,Thousand heads (animals),Germany (until 1990 former territory of the FRG),A4110K,2008,1373.10 
,Thousand heads (animals),Denmark,A4110K,2008,73.00 
,Thousand heads (animals),Estonia,A4110K,2008,44.90 
,Thousand heads (animals),Greece,A4110K,2008,6904.00 
,Thousand heads (animals),Spain,A4110K,2008,15416.28 
,Thousand heads (animals),European Union - 15 countries (1995-2004),A4110K,2008,: 
,Thousand heads (animals),Finland,A4110K,2008,57.61 
,Thousand heads (animals),France,A4110K,2008,5888.35 
,Thousand heads (animals),Croatia,A4110K,2008,506.30 
,Thousand heads (animals),Hungary,A4110K,2008,964.00 
,Thousand heads (animals),Ireland,A4110K,2008,2527.34 
,Thousand heads (animals),Iceland,A4110K,2008,: 
,Thousand heads (animals),Italy,A4110K,2008,7209.57 
,Thousand heads (animals),Lithuania,A4110K,2008,27.70 
,Thousand heads (animals),Luxembourg,A4110K,2008,5.30 
,Thousand heads (animals),Latvia,A4110K,2008,40.45 
,Thousand heads (animals),Montenegro,A4110K,2008,: 
,Thousand heads (animals),North Macedonia,A4110K,2008,: 
,Thousand heads (animals),Malta,A4110K,2008,10.89 
,Thousand heads (animals),Netherlands,A4110K,2008,1160.00 
,Thousand heads (animals),Poland,A4110K,2008,188.04 
,Thousand heads (animals),Portugal,A4110K,2008,2051.23 
,Thousand heads (animals),Romania,A4110K,2008,7597.40 
,Thousand heads (animals),Serbia,A4110K,2008,: 
,Thousand heads (animals),Sweden,A4110K,2008,247.23 
,Thousand heads (animals),Slovenia,A4110K,2008,94.99 
,Thousand heads (animals),Slovakia,A4110K,2008,293.05 
,Thousand heads (animals),Turkey,A4110K,2008,: 
,Thousand heads (animals),United Kingdom,A4110K,2008,14013.00 
,Thousand heads (animals),Kosovo (under United Nations Security Council Resolution 1244/99),A4110K,2008,: 
